#name	value
uc002bso.1	NM_001271
uc002bsp.3	NM_001271
uc021svr.1	NR_036136
uc010urb.2	NM_001042572
uc010bof.1	NM_001042572
uc010bog.1	NM_001271
uc010boh.1	NM_001271
uc002btg.4	NM_001159643
uc002bth.4	NM_001159643
uc010urg.1	NM_001159643
uc002bti.2	NM_001159643
uc010boj.3	NM_018349
uc002btj.3	NM_018349
uc010bok.3	NM_001159643
uc002btk.4	NM_001159644
uc002btl.3	NM_001159644
uc031quc.1	NR_077061
uc002btn.3	NR_027132
uc010urh.2	NR_027133
uc002btp.3	NM_001145155
uc010uri.2	NM_021005
uc010urj.2	NM_001145156
uc021swi.1	NR_031715
uc010urk.2	NM_001145157
uc002bue.3	NM_173499
uc002bui.4	NM_183376
uc010bom.3	NM_183376
uc010urq.2	NM_000875
uc002bul.3	NM_000875
uc010bon.3	NM_000875
uc021sxh.1	NR_039864
uc010urr.1	NM_000875
uc010boo.1	NM_000875
uc002buo.3	NM_015286
uc002bup.3	NM_145728
uc002buq.3	NM_015286
uc010urs.1	NM_144598
uc002bva.1	NM_144598
uc002bvb.1	NM_144598
uc010urt.1	NM_144598
uc002bvc.1	NM_144598
uc010uru.1	NM_144598
uc002bvd.1	NM_144598
uc031quj.1	NR_073383
uc002bvg.3	NM_001171894
uc010urv.2	NM_001130927
uc010bos.3	NM_001130926
uc002bvf.3	NM_005587
uc002bve.3	NM_001171894
uc002bvi.3	NM_001171894
uc010urw.2	NM_005587
uc010bot.3	NM_001130928
uc002bwj.3	NM_024708
uc002bwk.3	NM_198243
uc002bwn.4	NM_000693
uc010bpb.3	NM_000693
uc002bwq.1	NM_024652
uc002bwr.3	NM_024652
uc010usb.2	NM_024652
uc010usc.2	NM_024652
uc002bws.3	NM_024652
uc010utr.2	NM_001005326
uc010uts.2	NM_001001674
uc021szj.1	NR_046417
uc010bpi.3	NR_026819
uc021szk.1	NR_003659
uc010utt.1	NR_003659
uc010bpl.1	NR_003659
uc010bpk.1	NR_003659
uc010utu.2	NR_003659
uc002cdi.3	NR_003659
uc002cdj.3	NR_003659
uc031qum.1	NR_003659
uc010bpo.3	NR_003659
uc002cdq.3	NR_003659
uc002cdr.3	NR_003659
uc001ytg.3	NR_036432
uc010tyx.1	NR_036432
uc001yth.4	NR_036432
uc010tyy.2	NR_036432
uc010tyz.1	NR_036432
uc001ytk.2	NM_001145004
uc010tzd.2	NR_027992
uc010tze.1	NR_027992
uc010tzf.2	NR_102391
uc031qqz.1	NM_207355
uc001ytv.1	NR_028506
uc010tzj.1	NR_027053
uc010tzk.1	NR_024387
uc010tzq.2	NR_102391
uc031qra.1	NM_207355
uc010tzs.1	NR_028506
uc021sfh.1	NR_039732
uc010axw.2	NR_027407
uc010axx.2	NR_027407
uc001yvb.3	NM_001184889
uc001yux.3	NM_030922
uc001yuy.3	NM_001008860
uc001yuz.3	NM_001008892
uc010ayb.3	NM_001184888
uc001yva.3	NM_001008894
uc001yvc.3	NM_144599
uc001yvd.3	NM_144599
uc001yve.3	NM_001142275
uc001yvf.2	NR_040057
uc001yvg.3	NR_003521
uc010ayc.3	NR_003521
uc010ayd.3	NR_003521
uc010aye.1	NR_003521
uc001yvq.2	NR_002824
uc001yvo.4	NR_002824
uc001yvp.4	NR_002824
uc001yvr.2	NR_002824
uc010ayf.1	NR_002824
uc031qrb.1	NM_001271664
uc021sfz.1	NR_039731
uc001ywj.4	NM_019066
uc001ywk.3	NM_002487
uc010uad.1	NR_026647
uc001zar.3	NM_130838
uc001zaq.3	NM_000462
uc001zas.3	NM_130839
uc001zat.3	NM_130838
uc001zau.2	NM_130839
uc010ayu.3	NM_024490
uc001zax.3	NM_024490
uc021sgc.1	NR_039865
uc021sgg.1	NM_001191321
uc021sgh.1	NM_001191320
uc001zaz.3	NM_000814
uc001zba.3	NM_021912
uc001zbb.3	NM_001191320
uc001zbc.3	NM_001191321
uc001zbh.4	NM_000275
uc010ayv.3	NM_000275
uc001zbi.4	NM_004667
uc001zbj.4	NM_004667
uc001zbk.1	NM_004667
uc001zbl.2	NM_004667
uc021sgn.1	NR_039732
uc001zbt.3	NR_033353
uc001zbu.2	NR_033353
uc031qrd.1	NR_033353
uc010uah.2	NR_033351
uc010uar.2	NR_047567
uc001zcn.2	NM_015307
uc010azk.1	NM_015307
uc001zco.3	NM_138704
uc010azl.3	NM_003257
uc001zcq.3	NM_175610
uc001zcr.3	NM_003257
uc001zcs.3	NM_175610
uc001zdt.1	NM_139320
uc001zdu.1	NM_148911
uc010azn.2	NM_148911
uc010ubk.1	NM_017762
uc001zfg.1	NM_017762
uc001zfh.1	NM_017762
uc010azx.1	NM_017762
uc001zfi.1	NM_017762
uc001zfj.3	NM_017762
uc010ubl.1	NM_017762
uc010azy.3	NM_002420
uc001zfl.3	NM_002420
uc021shz.1	NM_001252024
uc001zfm.3	NM_002420
uc021sia.1	NM_001252020
uc010ubm.1	NR_029624
uc001zfn.4	NM_001252030
uc021sib.1	NM_001243538
uc001zfq.3	NM_130901
uc001zfr.3	NM_130901
uc001zfs.1	NM_130901
uc010baa.1	NM_130901
uc001zgb.3	NR_026859
uc010ubp.2	NR_026859
uc001zgd.3	NR_026859
uc001zge.3	NR_026858
uc031qrg.1	NM_001277308
uc021sii.2	NM_001277308
uc021sik.1	NR_036650
uc001zgr.1	NR_036650
uc001zhf.5	NM_001103184
uc031qrh.1	NM_001277313
uc001zhg.3	NM_001103184
uc001zhh.4	NM_001277314
uc031qri.1	NR_046005
uc001zhj.3	NM_020371
uc001zhm.3	NM_020154
uc001zhp.3	NM_024713
uc010ubz.2	NM_024713
uc010uca.1	NM_024713
uc001zht.3	NM_005135
uc001zhu.3	NM_001042495
uc001zhv.3	NM_005135
uc001zhy.3	NM_133647
uc001zhz.3	NM_133647
uc001zhw.3	NM_133647
uc001zhx.3	NM_001042497
uc001zia.3	NM_001042494
uc001zib.3	NM_001042496
uc001zic.3	NM_001042495
uc010bau.3	NM_001042495
uc001zid.3	NM_001042495
uc001zie.1	NM_018648
uc001zig.3	NM_153613
uc010bav.1	NM_153613
uc001zih.3	NM_181077
uc001zii.3	NM_181077
uc021sit.1	NR_036261
uc010ucf.2	NR_027410
uc001zip.3	NR_027410
uc001ziq.3	NM_001023567
uc021six.1	NR_036261
uc001zis.2	NM_020660
uc001ziu.1	NM_005159
uc001ziv.3	NM_014691
uc001ziw.3	NM_014106
uc001zja.3	NM_080650
uc021siz.1	NR_037507
uc001zjb.2	NM_001141972
uc001zjg.4	NR_027320
uc031qrj.1	NR_027320
uc001zji.2	NR_024264
uc001zjj.3	NM_170675
uc001zjk.3	NM_170676
uc001zjl.3	NM_172315
uc010ucj.2	NM_170676
uc001zjm.3	NM_172316
uc001zjn.3	NM_172316
uc001zjo.4	NM_170677
uc001zjp.4	NM_170674
uc001zjr.4	NM_170675
uc001zjs.4	NM_170676
uc001zju.3	NM_002399
uc001zjt.3	NM_001220482
uc010bbe.3	NM_001128602
uc010bbf.3	NM_001128602
uc010bbg.3	NM_001128602
uc001zke.4	NM_005739
uc001zkd.4	NM_001128602
uc001zki.3	NM_152597
uc010uck.2	NM_001271855
uc001zkk.2	NM_001271854
uc001zkj.2	NM_007223
uc001zkq.2	NM_003134
uc001zkr.2	NM_003134
uc001zkt.4	NM_001003942
uc001zkv.4	NM_033503
uc001zkw.4	NM_001003940
uc001zku.4	NM_001003943
uc001zla.2	NM_001039905
uc021sjf.1	NM_001190479
uc001zlc.3	NM_004573
uc001zld.3	NM_004573
uc010bbo.3	NM_004573
uc010ucm.2	NM_004573
uc001zle.4	NM_004573
uc010ucn.2	NM_207380
uc001zlh.4	NM_207380
uc001zli.1	NM_207380
uc001zly.3	NM_052849
uc001zlz.2	NR_002208
uc001zmc.1	NM_001080792
uc001zma.1	NM_001080791
uc001zmb.1	NM_052849
uc010bbr.3	NM_052849
uc001zmh.2	NR_040058
uc001zmo.1	NM_018145
uc001zmp.1	NM_018145
uc001zmq.1	NM_018145
uc001zms.2	NM_018163
uc010bbz.2	NM_018163
uc010bca.2	NM_018163
uc010bcb.2	NM_018163
uc001zmz.3	NM_001130143
uc001zmy.3	NM_017726
uc001znd.3	NM_133639
uc021sjj.1	NM_017553
uc001zni.3	NM_017553
uc010ucu.2	NM_017553
uc001znj.3	NM_152596
uc001znk.3	NM_152596
uc010ucv.2	NM_152596
uc001znp.3	NM_007280
uc010bcf.3	NR_045620
uc001znx.3	NM_016013
uc031qrl.1	NM_016013
uc001zoa.3	NM_002344
uc001zob.3	NM_206961
uc010ucx.1	NM_001135685
uc010bcg.2	NM_206961
uc001zod.3	NM_015540
uc031qrm.1	NM_015540
uc001zos.4	NM_016642
uc021sjo.1	NR_036195
uc001zot.3	NM_139265
uc001zou.2	NM_139265
uc010udc.2	NM_001206670
uc001zov.2	NM_001206670
uc021sjp.1	NM_001206670
uc001zox.3	NM_178034
uc010bcq.3	NR_033151
uc001zoy.3	NM_213600
uc001zoz.3	NM_213600
uc001zpa.3	NR_033151
uc010bcr.3	NM_213600
uc010bcs.3	NM_213600
uc001zpb.3	NM_015289
uc001zpc.3	NM_015289
uc001zpd.3	NM_015289
uc021sjq.1	NR_030357
uc021sjr.1	NM_015497
uc001zpf.4	NM_015497
uc010bcu.1	NM_015497
uc001zpg.2	NM_001110503
uc001zpu.3	NM_022473
uc001zpw.3	NM_022473
uc001zpv.3	NM_022473
uc001zpx.3	NM_022473
uc010udh.1	NM_022473
uc001zpy.1	NM_022473
uc001zqd.2	NM_153260
uc001zqc.3	NM_153260
uc001zqj.3	NM_138477
uc001zqk.3	NM_138477
uc001zql.3	NM_138477
uc010bcx.1	NM_138477
uc001zqo.2	NM_173500
uc010bcy.2	NM_173500
uc001zqp.3	NM_173500
uc001zqq.3	NM_174916
uc010udk.1	NM_174916
uc001zqz.4	NM_001114134
uc001zrb.4	NM_000119
uc001zra.4	NM_001114134
uc010udm.2	NM_001114134
uc001zrc.2	NM_004245
uc001zrd.2	NM_201631
uc001zre.2	NM_004245
uc001zrf.1	NM_052955
uc001zrg.3	NM_014793
uc001zrj.1	NM_152455
uc001zrk.1	NM_152455
uc010bdf.1	NM_152455
uc001zrl.1	NM_152455
uc010bdg.1	NM_152455
uc001zrm.3	NM_152455
uc001zrp.3	NM_001141980
uc010udp.2	NM_001141979
uc001zrq.4	NM_001141979
uc001zrr.4	NM_001141980
uc001zrs.3	NM_005657
uc010udq.1	NM_005657
uc021sjw.1	NM_014659
uc001zrw.3	NM_001130858
uc001zrx.2	NM_001190214
uc001zry.4	NM_001130859
uc021sjx.1	NM_001130858
uc001zrz.1	NM_014659
uc021sjy.1	NM_014659
uc021sjz.1	NM_014659
uc010udr.2	NM_001130859
uc001zse.3	NM_153700
uc001zsf.3	NM_153700
uc010bdl.3	NM_153700
uc010udz.1	NM_153700
uc001zsg.1	NM_153700
uc010bdm.3	NM_054020
uc001zsh.3	NM_172095
uc001zsi.3	NM_054020
uc001zsj.3	NM_054020
uc001zsk.3	NM_172097
uc001zsl.1	NM_172097
uc001zss.3	NR_002318
uc001zst.3	NR_002318
uc001zsv.1	NM_025165
uc001zsw.1	NM_025165
uc001zsx.1	NM_025165
uc021ske.1	NR_031695
uc001ztc.2	NM_001258032
uc010bds.2	NM_001258032
uc031qrp.1	NM_001258031
uc001zte.2	NM_001258032
uc001zth.1	NM_005926
uc001ztj.1	NM_032892
uc001ztk.1	NM_032892
uc010uef.2	NM_032892
uc001ztl.3	NM_032892
uc001ztm.3	NM_032892
uc001ztn.3	NM_032892
uc010bdt.1	NR_003571
uc021skh.1	NR_034171
uc001ztu.3	NR_034170
uc010bdw.3	NM_001160227
uc001ztx.3	NM_025137
uc010ueh.2	NM_001160227
uc010uei.2	NM_025137
uc001zty.1	NM_025137
uc001ztz.1	NM_001160227
uc001zua.1	NM_001160227
uc010uej.2	NM_001145112
uc001zub.4	NM_001145112
uc031qrq.1	NM_001145112
uc010bea.3	NM_014080
uc001zun.3	NM_014080
uc010uem.3	NM_001276265
uc001zuq.2	NM_001276266
uc010bec.4	NM_001276264
uc001zup.4	NM_144565
uc001zur.2	NM_001276267
uc010bed.2	NM_001276268
uc010uen.2	NM_138356
uc010ueo.2	NM_138356
uc001zuy.3	NM_138356
uc010ues.1	NM_138356
uc010uet.1	NM_138356
uc010ueu.2	NM_138356
uc001zvb.3	NM_001482
uc001zvc.3	NM_001482
uc010uev.1	NM_001482
uc001zvj.3	NM_013309
uc001zwg.4	NM_016132
uc001zwh.4	NM_016132
uc001zwi.4	NM_016132
uc001zwj.4	NM_016132
uc001zwl.3	NM_016132
uc010beo.2	NM_000138
uc001zwx.2	NM_000138
uc001zwz.3	NM_001194998
uc001zwy.3	NM_014985
uc001zxa.2	NM_001194998
uc010uey.1	NM_203349
uc010uez.1	NM_203349
uc001zxb.1	NM_203349
uc001zxe.2	NM_001193489
uc001zxd.2	NM_014701
uc010bep.2	NM_001193489
uc010beq.2	NM_014701
uc001zxf.3	NM_004236
uc001zxh.3	NM_001143887
uc010ufa.2	NM_004236
uc021skt.1	NR_039866
uc001zxl.2	NM_152647
uc001zxm.3	NM_152647
uc001zxt.3	NR_073597
uc010ber.3	NR_073598
uc010ufd.2	NR_073596
uc001zxu.3	NM_024837
uc010ufe.2	NR_073597
uc001zxv.1	NR_073596
uc001zxy.3	NM_002112
uc001zxz.3	NM_002112
uc010uff.2	NM_002112
uc010bet.2	NM_002112
uc010beu.2	NM_002112
uc001zya.3	NM_016654
uc001zyb.3	NM_005254
uc010ufg.2	NM_005254
uc001zyc.3	NM_181427
uc001zyd.3	NM_016655
uc001zye.3	NM_002041
uc001zyf.3	NM_181427
uc001zyg.3	NR_026891
uc021skx.1	NM_203494
uc021sky.1	NM_203494
uc001zyr.3	NM_017672
uc001zyt.4	NM_017672
uc010bew.2	NM_017672
uc001zyu.3	NM_017672
uc001zyv.3	NM_032802
uc001zyy.3	NM_207381
uc001zyz.4	NM_031226
uc001zza.4	NM_000103
uc001zzb.2	NM_031226
uc001zzc.1	NM_000103
uc001zzd.3	NM_031226
uc010bey.1	NM_031226
uc001zze.2	NM_000103
uc002abc.3	NM_001174117
uc002abd.3	NM_001174117
uc002abf.3	NM_015263
uc010ufy.2	NM_001174116
uc010bfa.3	NM_001174117
uc002abg.3	NM_001174117
uc002abi.3	NM_153374
uc002abj.3	NM_001143917
uc002abo.3	NM_138792
uc010bfd.3	NM_138792
uc002abq.3	NM_020396
uc031qrz.1	NM_006578
uc002abr.1	NM_006578
uc002abs.1	NM_006578
uc002abt.1	NM_016194
uc002abu.3	NM_006578
uc010bff.3	NM_018728
uc010uga.2	NM_018728
uc010ugb.2	NM_018728
uc010ugc.2	NM_018728
uc021smp.1	NR_031670
uc010ugd.1	NM_001142495
uc002aby.2	NM_000259
uc002abx.3	NM_001142495
uc002abz.1	NM_001142495
uc002aca.1	NM_000259
uc002acb.1	NM_001142495
uc002acc.1	NM_000259
uc010uge.1	NM_001142495
uc002acd.1	NM_006628
uc002ace.1	NM_006628
uc002acf.4	NM_019600
uc010ugf.2	NM_019600
uc002acg.4	NM_019600
uc002ach.4	NM_019600
uc010bfg.1	NM_019600
uc031qsb.1	NR_073510
uc002aci.2	NM_004498
uc031qsc.1	NR_102336
uc031qsd.1	NM_001277176
uc010bfh.1	NR_102335
uc002acj.2	NM_182758
uc031qse.1	NM_182758
uc010bfi.1	NM_182758
uc002acn.3	NM_016304
uc002aco.3	NM_183234
uc002acp.3	NM_004580
uc002acq.3	NM_183236
uc002acr.3	NM_183235
uc002acu.2	NM_020739
uc002acz.2	NM_004748
uc002acw.2	NM_020739
uc002acx.3	NM_001204451
uc010bfk.2	NM_001204450
uc002acv.2	NM_020739
uc002acy.3	NM_001204450
uc021smv.1	NR_030358
uc010ugh.1	NM_001033559
uc010ugi.2	NM_130810
uc002adb.3	NM_001033560
uc002adc.3	NM_130810
uc002add.3	NM_001033559
uc010bfl.1	NM_015617
uc002adf.1	NM_015617
uc002adg.3	NM_173814
uc002adh.3	NM_173814
uc002adi.3	NM_198400
uc010ugj.2	NM_198400
uc002adj.3	NM_198400
uc010bfm.3	NM_198400
uc002adk.3	NM_198400
uc002adl.3	NM_006154
uc010ugk.1	NM_022841
uc002adn.1	NM_022841
uc010bfn.3	NM_022841
uc010bfo.2	NM_018365
uc002adr.2	NM_018365
uc002adt.3	NM_001002843
uc010bfp.3	NM_001002843
uc002adu.3	NM_017661
uc002adv.3	NM_001002843
uc010bfq.3	NM_001002843
uc002adw.1	NM_001002843
uc010bfr.1	NM_017661
uc002adx.3	NM_001002844
uc002ady.3	NM_001002844
uc002adz.1	NR_015419
uc002aew.3	NM_170697
uc002aex.3	NM_003888
uc010ugv.2	NM_001206897
uc002aey.3	NM_170696
uc010ugw.2	NM_170697
uc002afd.1	NM_001110
uc010bgc.1	NM_001110
uc010ugz.1	NM_001110
uc002afe.1	NM_001110
uc002aff.1	NM_001110
uc031qsh.1	NR_073415
uc002afn.3	NM_001013843
uc002afo.3	NM_001013843
uc002afp.3	NM_024755
uc002afq.3	NM_001013843
uc010bgd.3	NM_001013843
uc002afr.1	NM_001013843
uc002aga.4	NM_004998
uc021smy.1	NR_031750
uc002agg.3	NM_004492
uc010uhb.2	NM_004330
uc010uhc.2	NM_004330
uc002agk.3	NM_001002857
uc002agn.3	NM_001136015
uc002agl.3	NM_004039
uc002agm.3	NM_001002858
uc010uhd.2	NM_004039
uc010bgj.3	NM_004039
uc002ago.4	NM_001018089
uc002agp.4	NM_024611
uc002agq.4	NM_001018089
uc010bgk.4	NM_001276385
uc002agr.1	NM_001276385
uc002agt.4	NM_134262
uc021sni.1	NM_134262
uc002agv.3	NM_134260
uc002agw.3	NM_002943
uc002agx.3	NM_134261
uc002agz.3	NM_020821
uc002aha.3	NM_017684
uc002ahb.2	NM_001018088
uc002ahc.2	NM_018080
uc002ahd.1	NM_017684
uc002ahg.2	NM_001007595
uc010uib.1	NR_026897
uc002ala.3	NR_026897
uc002alx.3	NM_015920
uc002aly.3	NM_015920
uc002amc.3	NM_001218
uc002amd.3	NM_206925
uc002ame.3	NM_206925
uc002amk.3	NR_034080
uc002amj.3	NR_034080
uc002amp.3	NM_003922
uc010uil.1	NM_003922
uc010bgt.1	NM_003922
uc002amq.1	NM_003922
uc002amr.3	NM_014326
uc010uim.2	NM_014326
uc010bgu.1	NM_014326
uc002amt.1	NM_032231
uc002amu.1	NM_001014812
uc010uin.2	NM_001014812
uc002and.3	NM_000942
uc010bgx.1	NM_000942
uc002ane.3	NM_022048
uc002anf.3	NM_022048
uc002ang.1	NM_022048
uc002anh.1	NM_022048
uc002anj.3	NM_022048
uc010uip.1	NM_022048
uc002ank.3	NM_014736
uc002anl.3	NM_001029989
uc002ano.2	NM_002537
uc002anq.3	NM_194272
uc021soy.1	NR_031674
uc002anr.2	NM_025049
uc002ans.2	NM_025049
uc002ant.2	NM_025049
uc010uiq.1	NM_025049
uc002anu.3	NM_025049
uc002aod.3	NM_001127889
uc002aoe.3	NM_016630
uc010bhb.3	NM_001127890
uc002aof.4	NM_139242
uc002aoi.1	NM_016563
uc002aoj.1	NM_016563
uc010uir.1	NM_016563
uc010bhe.3	NM_001163692
uc010uit.2	NM_001163692
uc002aok.3	NM_001163692
uc010bhf.1	NM_001163692
uc002aol.3	NM_005707
uc002aom.3	NM_006660
uc010uiu.2	NM_006660
uc010bhg.1	NM_006660
uc002aon.2	NM_003613
uc002aoq.3	NM_017851
uc002aoo.3	NM_017851
uc002aop.3	NM_017851
uc002aos.2	NM_004884
uc002aor.1	NM_004884
uc031qsl.1	NM_004884
uc002aot.1	NM_020962
uc002aou.1	NM_020962
uc010bhi.3	NM_130434
uc002aov.3	NM_130434
uc002aow.3	NM_197960
uc010uiv.2	NM_197960
uc021soz.1	NM_130434
uc002aox.3	NM_130434
uc002aoy.3	NM_197961
uc002aoz.3	NM_017743
uc010bhj.3	NM_130434
uc010bhk.1	NM_130434
uc002apd.4	NR_045106
uc010uix.3	NR_045105
uc010uja.2	NM_001207058
uc010uiz.2	NR_045901
uc002ape.4	NR_045104
uc010ujb.2	NM_001207059
uc010uiy.2	NM_001207059
uc010ujc.2	NR_045104
uc002api.3	NM_001144823
uc002aph.3	NM_005848
uc002apj.3	NM_005848
uc010ujj.1	NM_005848
uc021spb.1	NR_039736
uc002apm.2	NM_032445
uc002apl.2	NM_032445
uc002apn.1	NM_032445
uc010ujn.1	NM_017858
uc002apr.2	NM_017858
uc010ujo.1	NM_017858
uc010bhp.1	NR_004388
uc002apt.1	NM_006049
uc002apu.1	NM_006049
uc002apv.3	NM_000968
uc002apx.3	NM_000968
uc010ujq.2	NM_000968
uc010bhs.1	NR_002443
uc002apy.1	NR_002442
uc010bht.3	NR_002440
uc002apz.1	NR_002441
uc002aqc.3	NM_207338
uc002aqd.4	NM_207338
uc010bhw.3	NM_207338
uc002aqk.5	NM_024666
uc031qsm.1	NM_001271886
uc010uju.3	NM_001271885
uc002aqr.2	NR_040052
uc021spf.1	NR_040051
uc021spg.1	NR_040055
uc021sph.1	NR_040056
uc021spi.1	NR_040054
uc002arb.3	NM_033429
uc002arc.3	NM_001031733
uc002ard.3	NM_033429
uc002are.3	NM_001031733
uc010bhz.3	NM_001031733
uc002arf.3	NM_017882
uc010ujy.2	NM_017882
uc010ujz.2	NM_017882
uc031qso.1	NM_017882
uc002ari.3	NM_001004439
uc010bib.3	NM_001004439
uc002arl.3	NM_006305
uc021spk.1	NR_036197
uc010uka.2	NR_026808
uc002ask.2	NM_020908
uc002asl.2	NM_001105192
uc010ukd.1	NM_001105192
uc010bil.1	NM_001105192
uc002asn.2	NM_020908
uc002asm.2	NM_005078
uc002asp.2	NM_020908
uc002aso.2	NM_005078
uc010bim.1	NM_020908
uc021spm.1	NR_030714
uc002asq.3	NM_001008224
uc002asr.3	NM_018003
uc010uke.2	NM_018003
uc010bin.1	NM_001008224
uc002ass.3	NM_018357
uc002ast.3	NM_197958
uc002asv.3	NM_020147
uc002ata.2	NM_001102658
uc002atk.3	NM_006901
uc002atl.5	NM_006901
uc002atm.1	NM_006901
uc002atn.1	NM_006901
uc010biq.4	NM_006901
uc002ato.4	NM_006901
uc010ukh.2	NM_001012642
uc002atq.3	NM_001012642
uc010bis.2	NM_001012642
uc002atr.1	NM_001206797
uc010bit.1	NM_001206799
uc010uki.2	NM_001206796
uc002atx.2	NM_182471
uc002atw.2	NM_182470
uc002aty.2	NM_002654
uc010ukj.2	NM_001206798
uc010ukk.2	NM_001206797
uc002atv.2	NM_182471
uc010biu.1	NM_182471
uc002aua.3	NM_020214
uc002aub.3	NM_020214
uc002aud.4	NM_020214
uc002auc.3	NM_020214
uc002auf.1	NM_020214
uc031qsp.1	NM_020214
uc031qsq.1	NM_020214
uc010biv.1	NM_052840
uc010ukl.1	NM_001172685
uc010biw.2	NM_001172685
uc002auh.2	NM_052840
uc002aui.2	NM_001172685
uc010ukm.1	NM_001172684
uc002auj.2	NM_052840
uc002auk.3	NM_052840
uc010ukn.2	NM_000520
uc002aun.4	NM_000520
uc010bix.3	NM_000520
uc010biy.2	NM_000520
uc010uko.1	NM_000520
uc002ava.3	NR_002780
uc002ave.4	NM_031284
uc010ukw.2	NM_031284
uc002avf.4	NM_031284
uc002avi.4	NM_031284
uc002avh.4	NR_023319
uc002avg.4	NM_031284
uc002avp.3	NM_005477
uc002avs.3	NM_012428
uc010bjc.3	NM_001161363
uc002avt.3	NM_017455
uc002avr.3	NM_001161364
uc010ula.2	NM_017455
uc002avy.3	NM_001039614
uc021spy.1	NR_040067
uc002awa.2	NR_040066
uc021spz.1	NR_040070
uc021sqa.1	NR_040069
uc002awb.2	NR_040068
uc002awe.4	NM_004809
uc002awf.4	NM_001256672
uc010bje.4	NM_001256675
uc010uld.3	NM_001256677
uc002awh.4	NM_001256673
uc002awg.4	NM_001256674
uc031qsr.1	NM_001256676
uc002axa.1	NM_001038640
uc002axc.2	NR_027073
uc002axi.3	NM_022369
uc010ulh.2	NM_022369
uc002axk.3	NM_022369
uc002axj.3	NM_001199042
uc002axl.3	NM_001142618
uc010bji.3	NM_001142618
uc021sqg.1	NM_001199041
uc002axm.3	NM_001142617
uc002axn.3	NM_001142619
uc010uli.2	NM_001199040
uc010bjj.1	NM_001142618
uc010bjk.3	NM_001142620
uc002axs.2	NM_001099773
uc010bjm.1	NM_001099773
uc002axt.2	NM_000781
uc010bjn.2	NM_000781
uc010bjp.1	NM_000781
uc010ulj.1	NM_001099773
uc010bjq.3	NM_000781
uc010ulk.2	NM_001146030
uc002axv.3	NM_003612
uc010ull.2	NM_001146029
uc002axw.1	NM_032907
uc002axx.1	NM_201265
uc002axy.1	NM_201265
uc002axz.1	NM_201265
uc002ayn.3	NM_001142443
uc002ayo.3	NM_001142444
uc002aym.3	NM_025083
uc002ayp.4	NM_000499
uc010bju.3	NM_000499
uc010bjv.3	NM_000499
uc010bjw.3	NM_000499
uc010bjx.3	NM_000499
uc002ayq.4	NM_000499
uc010bjy.3	NM_000499
uc010bjz.1	NM_000499
uc021sql.1	NR_039738
uc010ulp.1	NM_001099436
uc010ulq.1	NM_001099436
uc010ulr.1	NM_001099436
uc010bkf.1	NM_001099436
uc002ayv.2	NM_001099436
uc010uls.1	NM_001099436
uc010ult.1	NM_001099436
uc010ulu.1	NM_001099436
uc002aza.1	NM_005697
uc002azb.1	NM_005697
uc002azh.4	NM_020447
uc002azf.3	NM_020447
uc002azg.2	NM_020447
uc002azi.4	NM_004255
uc002azj.1	NM_017793
uc021sqo.1	NR_030360
uc002bag.4	NM_001256495
uc002baf.4	NM_006715
uc002bah.4	NM_001256494
uc010bkk.4	NM_001256496
uc010umi.2	NM_001256495
uc010umj.2	NM_001256495
uc010umk.2	NM_001256495
uc002bai.3	NM_015477
uc002baj.3	NM_001145358
uc010uml.2	NM_001145357
uc002bak.4	NM_001145358
uc002bal.3	NM_002833
uc002ban.3	NM_005701
uc002bap.3	NM_005701
uc002baq.3	NM_005701
uc002bar.3	NM_001042581
uc002bas.3	NM_001042588
uc010bkl.2	NM_018285
uc002baw.3	NM_001897
uc002bay.1	NR_024595
uc031qsu.1	NR_024595
uc021sqr.1	NR_036198
uc002bbm.1	NR_003136
uc002bbo.3	NM_138573
uc010bkm.1	NM_138573
uc002bbp.2	NM_138573
uc002bbt.2	NM_000126
uc010bkq.1	NM_001127716
uc021sqv.1	NR_028510
uc010bkr.3	NM_001145923
uc002bbx.3	NM_001145923
uc002bby.3	NM_020843
uc031qsw.1	NM_020843
uc002bbz.1	NM_020843
uc002bca.1	NM_001145923
uc002bcb.1	NM_020843
uc002bcc.1	NM_020843
uc002bcj.3	NM_005724
uc002bck.3	NM_198902
uc010ump.2	NM_001168412
uc021sqy.1	NM_024776
uc002bcn.2	NM_024776
uc002bcp.4	NR_026813
uc002bct.1	NM_032808
uc002bcu.1	NM_032808
uc010umq.1	NR_027024
uc010bky.2	NR_027024
uc010umr.3	NR_026998
uc002bcy.4	NM_144572
uc010bla.3	NM_015079
uc002bda.3	NM_015079
uc002bdb.2	NM_006383
uc002bdc.2	NM_001271888
uc031qta.1	NM_001271889
uc010ums.2	NM_006383
uc010umw.2	NM_001199377
uc002bdh.3	NM_015162
uc010umx.2	NM_001199377
uc010umy.2	NM_015162
uc002bdn.3	NM_025234
uc002bdo.3	NM_025234
uc010umz.1	NM_025234
uc010una.1	NM_025234
uc010blc.1	NM_025234
uc010blg.2	NR_046313
uc002bea.3	NM_000743
uc002beb.3	NM_001166694
uc002bec.3	NM_000743
uc002bed.1	NM_000750
uc002bee.1	NM_001256567
uc010blh.1	NM_000750
uc002bej.4	NM_014272
uc010und.1	NM_014272
uc002bek.1	NM_014272
uc021srk.1	NM_004390
uc010unf.1	NM_004390
uc010ung.1	NM_004390
